Table 2:  Imported Quantity of Fish and Fishery Products (Mt),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Dried Sprats,5863.618722999999,7152.593688999999,9036.9923555,9368.691663,9374.649756190001,9520.754661,10926.718608,9118.893338,9955.459171,9010.941962,14609.979726000001,1097.447056,2806.0834299999997,2730.438714,148.7991287663539,-2.695740090664368,46.00172065999026
Maldive fish,646.6040899999999,1658.35257022,1993.8481,1624.212214,1528.0421973400003,1668.372523,1923.729326,1453.3193520000002,925.709063,925.6077819999999,1422.1542459999998,202.98568,140.193952,268.994051,32.5187328485438,91.87279277211617,4.531941746157491
Canned Fish,5092.198891999999,11918.761415999998,9638.225181,9605.574855,8615.929668,13650.557222,10764.337708,4890.95896,2671.9281590000005,6172.603518000001,3317.8472949999996,529.681058,901.363319,43.891022,-91.7136885797415,-95.1305959456289,0.7394645128539176
Food fish,4356.755496,6763.7629022,10110.62955334,8604.74907857,7322.68758512,7410.591563,4658.603794,3401.368626,2107.85096,2744.1597690000003,5185.8619419999995,183.3983,472.004222,891.08664,385.87508172104094,88.78785368152913,15.01279574119359
Live fish,117.523067,196.81875526,214.78843461000002,333.62701179,257.407716,287.572027,174.919406,253.00247300000004,430.028657,368.55264800000003,485.76728099999997,78.511005,50.368719999999996,87.958876,12.033817424703717,74.6299608169515,1.4819082452105614
Other,342.46071,681.096141,761.6816415100001,624.806307,1410.013024659991,1157.2691980000018,702.803783,1091.4207809999998,2103.214929,4001.1157150000004,6319.552109000001,530.885017,1458.5258410000001,1057.433698,99.18318734544361,-27.499831112008394,17.81536767056567
Total,18859.940530999997,30728.64099174,35172.2698263,33969.45690936,32726.384586309996,38952.404584,35504.31863,25080.017695,21664.17126,26733.741278,36671.735484000004,3031.4815959999996,6312.018161,5935.514313,95.79582210994893,-5.964872698343941,100
,,,,,,,,,,,,,,,,,
Table 4:  Exported Quantity of Fish and Fishery Products (Mt),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan-Feb, 2024  Jan-Feb, 2025  Jan-Feb,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish(2),na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na 
Prawns ,2001.2790000000002,1340.87685,1666.9001240000002,1844.49075,1983.8250300000002,2115.2169400000002,1780.5468,4746.95174,5486.42846,4019.576705,3431.8869700000005,484.69192,689.2264700000001,286.31025999999997,-40.92943410321344,-58.45918976385222,9.000325700778426
Lobsters ,300.581,204.39748,174.99682,224.39643999999998,231.49798,229.16116,99.34371,196.23825999999997,113.91759,126.77627000000001,82.19368,14.258310000000002,14.83154,5.80183,-59.30913270927621,-60.88180998062238,0.18238382257257316
Crabs,1872.4490000000003,1709.6114800000003,2117.15499,1819.23406,1400.5223079999998,1817.88852,1360.50044,1662.3696,1849.46081,1677.65806,2186.7247399999997,279.53501,352.20524,280.18484,0.23246819781179057,-20.448418087135785,8.807769642696323
Beche de mer,164.555,169.2616,136.1737,150.35972,247.53267000000002,502.723,326.32905,335.68565,417.56933000000004,400.77457000000004,252.08763000000002,25.481679999999997,41.18333,11.13869,-56.28745828375522,-72.95340129125061,0.3501510490053819
Other Moluscus,2430.612,1371.3491099999999,1567.58363,3152.4305460000005,3672.4951784,2590.0320799999995,1476.5406300000002,2167.6695799999998,2087.85874,3115.2293400000003,2211.17303,694.40331,603.9677399999999,511.3688000000001,-26.358530750667065,-15.331769210057455,16.07516878094492
Shark fins,31.895000000000003,38.5244,35.711999999999996,52.436,86.40289999999999,90.87835000000001,55.454130000000006,95.32980000000002,79.20545999999999,99.74301,99.75550000000001,10.1999,11.456890000000001,4.694800000000001,-53.97209776566436,-59.022038266929336,0.14758370552286376
Fish maws,2.346,2.2253499999999997,1.389,6.96559,4.73322,3.5339,2.1271,3.9785,7.05021,6.87684,9.768889999999999,0.4758,0.8912,0,-100,-100,0
Chank & shells,343.21200000000005,288.83829999999995,297.19800000000004,354.9789,328.75579999999997,275.11556,220.5886,305.98669,271.11582,269.29412,464.54247,36.14,58.06358,60.5518,67.54786939679026,4.28533686693104,1.9034802377267062
Food Fish ,18657.872000000003,11806.72161,11101.059205,16250.33323,18031.259452999995,19885.110030000003,13857.507399999999,16130.227179999998,14959.03845,14380.213824999999,13450.88997,2530.2497700000004,2218.5807000000004,1947.97877,-23.01239217186058,-12.197074012227747,61.235819450555994
Other (4),515.2750000000001,529.3298,494.868415,971.15867,2011.0055899999988,1261.113325,2119.402395,1104.82073,458.27292000000006,407.01093000000003,367.24153,53.81976000000001,60.12923000000001,73.0802,35.78693030217896,21.538559532526854,2.297317610196811
Total,26320.076000000005,17461.13598,17593.035884,24826.783906,27998.0301294,28770.772865,21298.340255,26749.25773,25729.91779,24503.15367,22556.264409999992,4129.25546,4050.5359200000003,3181.10999,-22.961656869735066,-21.46446660816182,100
,,,,,,,,,,,,,,,,,
Table 5:  Value of Exported Fish and Fishery Products (Rs.Mn),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan-Feb, 2024  Jan-Feb, 2025  Jan-Feb,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish,1636.3798259999999,2392.217227,1846.7438190000003,2288.273314,2626.075505,2913.281239,2409.219008,4192.676529,7142.956877,8640.978388,7392.095498000001,1524.004418,1220.828074,687.87828,-54.863760768966486,-43.65477869900295,5.863409628681934
Prawns ,3375.4132079999995,1970.815966,2464.2145910000004,3213.237193,3485.106051,3521.606584,3235.054829,8462.407206,13174.494356,10392.789684000001,8920.866231423182,1357.138858,1733.13676460768,793.414405,-41.537713674395434,-54.22090043888714,6.762989611784148
Lobsters ,1148.130085,776.712584,656.7540150000001,781.56231,971.330009,1002.712907,352.071745,879.042997,1060.540651,1437.278656,789.850799,152.54718499999998,162.289369,41.594948,-72.73306092144539,-74.36988740772046,0.3545514165787069
Crabs,2617.029388,2049.6074430000003,2623.1322999999998,3336.066033,4315.999644,5028.569627,3068.361521,6112.657206999999,7796.667490000001,7877.548354,9056.37828852,1155.664397,1793.1247877,1568.587194,35.730338156294344,-12.522139855531714,13.37048940799058
Beche de mer,521.2736050000001,481.4798609999999,383.45451800000006,494.456584,1399.865481,2272.306,1580.697116,1967.336308,3805.951377,4896.879105999999,3201.96457822,471.805116,643.701876,123.897188,-73.7397531738507,-80.75239600513451,1.0560879536504857
Other Moluscus,1139.365468,738.997737,1038.2457550000001,2648.012702,3396.796273,2287.156221,1409.392772,2228.218958,3881.8871919999992,6084.272588846,4367.153851,1364.564377,1327.155882,893.687492,-34.50748773284149,-32.66145265066911,7.617707954996645
Shark fins,150.72083700000002,171.21752000000004,133.008418,213.576217,339,500.492157,341.186741,680.2338459999999,922.413943,1314.238947,1174.7595110000002,130.488507,153.929248,76.022346,-41.74019785512604,-50.61215007040117,0.6480073124730578
Fish maws,20.076605000000004,6.128117,15.710575999999998,35.878715,67.735724,77.041614,34.085018,75.97024900000001,155.501501,238.44204000000002,290.17369199999996,24.387321,31.062538,0,-100,-100,0
Chank & shells,124.055736,109.28511800000001,113.21851000000001,147.184189,123.212658,149.177723,140.815021,201.378803,228.230841,255.03102700000002,234.15157500000004,32.475002,53.866701,34.465315,6.12875404903745,-36.01740154831461,0.2937790968288109
Food Fish ,23582.965734999994,15528.346741689997,16877.448832999995,24689.739339310003,29758.73272032,34278.033372,25498.396149,37198.397623000004,57528.060567,56703.468732999994,49731.420175782994,10442.745760000002,8920.100461643,7340.2585589049995,-29.709496643869283,-17.711032622686496,62.56767216330563
Other ,481.757686,491.26304875000005,649.7162255999999,1381.68623051,1465,1452.539135,1804.694808,1224.1656309999998,1546.1352100000004,1277.1205409999998,1082.0928071029998,209.04810600000002,180.90729199999998,171.905403,-17.76753863534167,-4.9759680223392975,1.4653054537099912
Total,34797.16817899999,24716.07136344,26801.6475606,39229.67282682,47948.85406532,53482.916579,39873.974728,63222.485357000005,97242.84000499999,99118.048064846,86240.90700704919,16864.869047,16220.10299395068,11731.711129905001,-30.436986511959358,-27.671783993724542,100
"Source :  Statistics Unit/ Ministry of Fisheries, Aquatic and Ocean Resources ",,,,,,,,,,,,,,,,,
Note     : (1) Fisheries sector tables are prepared by SU/MOF based on the monthly custom returns,,,,,,,,,,,,,,,,,
                 (2) Live fish weight included water (container),,,,,,,,,,,,,,,,,
                 (3) EU fish export ban (2015.01.15 - 2016.06.15),,,,,,,,,,,,,,,,,
