Table 2:  Imported Quantity of Fish and Fishery Products (Mt),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Crabs,1872.4490000000003,1709.6114800000003,2117.15499,1819.23406,1400.5223079999998,1817.88852,1360.50044,1662.3696,1849.46081,1677.65806,2186.7247399999997,889.9737700000001,990.67919,843.11971,-5.264656283072252,-14.894779408861906,7.648753781192245
Beche de mer,164.555,169.2616,136.1737,150.35972,247.53267000000002,502.723,326.32905,335.68565,417.56933000000004,400.77457000000004,252.08763000000002,208.31644,152.23985,97.08326000000001,-53.396256195622385,-36.23006065757421,0.8807360843402294
Other Moluscus,2430.612,1371.3491099999999,1567.58363,3152.4305460000005,3672.4951784,2590.0320799999995,1476.5406300000002,2167.6695799999998,2087.85874,3115.2293400000003,2211.17303,1543.84852,1313.2897899999998,1268.6450300000001,-17.825809102048424,-3.3994599166113733,11.509105237503285
Shark fins,31.895000000000003,38.5244,35.711999999999996,52.436,86.40289999999999,90.87835000000001,55.454130000000006,95.32980000000002,79.20545999999999,99.74301,99.75550000000001,48.03765,49.313340000000004,26.8671,-44.070744509775146,-45.5175820579178,0.24373743168057374
Fish maws,2.346,2.2253499999999997,1.389,6.96559,4.73322,3.5339,2.1271,3.9785,7.05021,6.87684,9.768889999999999,4.01618,4.57305,3.56479,-11.239287083746255,-22.047867397032622,0.0323396555296475
Chank & shells,343.21200000000005,288.83829999999995,297.19800000000004,354.9789,328.75579999999997,275.11556,220.5886,305.98669,271.11582,269.29412,464.54247,143.15957,270.79353000000003,124.7436,-12.86394615463011,-53.93405448054833,1.1316697627428647
Food Fish ,18657.872000000003,11806.72161,11101.059205,16250.33323,18031.259452999995,19885.110030000003,13857.507399999999,16130.227179999998,14959.03845,14380.213824999999,13450.88997,7527.695895,7355.412499999999,7170.04969,-4.751071376801415,-2.520087214687139,65.04645073203635
Other (4),515.2750000000001,529.3298,494.868415,971.15867,2011.0055899999988,1261.113325,2119.402395,1104.82073,458.27292000000006,407.01093000000003,367.24153,202.0816,182.26161000000002,255.21026,26.29069643154052,40.024144415272076,2.3152589341957808
Total,26320.076000000005,17461.13598,17593.035884,24826.783906,27998.0301294,28770.772865,21298.340255,26749.25773,25729.91779,24503.15367,22556.264409999992,12688.489185,12182.708429999999,11022.968369999999,-13.126234264115045,-9.519558533832532,100
,,,,,,,,,,,,,,,,,
Table 5:  Value of Exported Fish and Fishery Products (Rs.Mn),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan-Jun, 2024  Jan-Jun, 2025  Jan-Jun,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish,1636.3798259999999,2392.217227,1846.7438190000003,2288.273314,2626.075505,2913.281239,2409.219008,4192.676529,7142.956877,8640.978388,7392.095498000001,4332.300386,3954.168034,2709.558503,-37.4568182816675,-31.475888740645253,6.92908113638101
Prawns ,3375.4132079999995,1970.815966,2464.2145910000004,3213.237193,3485.106051,3521.606584,3235.054829,8462.407206,13174.494356,10392.789684000001,8920.866231423182,5058.083422,4555.28737660768,3290.7992989999993,-34.93979785531502,-27.758689475906223,8.415472602296768
Lobsters ,1148.130085,776.712584,656.7540150000001,781.56231,971.330009,1002.712907,352.071745,879.042997,1060.540651,1437.278656,789.850799,742.842161,459.06954799999994,427.529462,-42.446796312090314,-6.870437417905123,1.0933096026940894
Crabs,2617.029388,2049.6074430000003,2623.1322999999998,3336.066033,4315.999644,5028.569627,3068.361521,6112.657206999999,7796.667490000001,7877.548354,9056.37828852,3875.700126,4568.9362217,4396.807839,13.445511676823674,-3.76736234317481,11.243838516044416
Beche de mer,521.2736050000001,481.4798609999999,383.45451800000006,494.456584,1399.865481,2272.306,1580.697116,1967.336308,3805.951377,4896.879105999999,3201.96457822,2395.841482,2094.503981,866.731458,-63.82350566547207,-58.61877247012022,2.216469062869985
Other Moluscus,1139.365468,738.997737,1038.2457550000001,2648.012702,3396.796273,2287.156221,1409.392772,2228.218958,3881.8871919999992,6084.272588846,4367.153851,3021.142834,2747.6015770000004,2382.2616026226,-21.147005172592912,-13.296686733463767,6.092093569627956
Shark fins,150.72083700000002,171.21752000000004,133.008418,213.576217,339,500.492157,341.186741,680.2338459999999,922.413943,1314.238947,1174.7595110000002,628.997161,627.423672,259.947281,-58.67274176774862,-58.56909890387433,0.664756195238584
Fish maws,20.076605000000004,6.128117,15.710575999999998,35.878715,67.735724,77.041614,34.085018,75.97024900000001,155.501501,238.44204000000002,290.17369199999996,150.70967000000002,170.924863,69.96091799999999,-53.57901188424074,-59.069197557291595,0.17890917529958147
Chank & shells,124.055736,109.28511800000001,113.21851000000001,147.184189,123.212658,149.177723,140.815021,201.378803,228.230841,255.03102700000002,234.15157500000004,124.80152100000001,137.735497,95.591718,-23.405005616878665,-30.597616386427973,0.24445413127440896
Food Fish ,23582.965734999994,15528.346741689997,16877.448832999995,24689.739339310003,29758.73272032,34278.033372,25498.396149,37198.397623000004,57528.060567,56703.468732999994,49731.420175782994,29253.248213,27223.812003643,24052.321677492553,-17.77897106549754,-11.649692283086766,61.50835578458875
Other ,481.757686,491.26304875000005,649.7162255999999,1381.68623051,1465,1452.539135,1804.694808,1224.1656309999998,1546.1352100000004,1277.1205409999998,1082.0928071029998,650.7901459999999,567.3742335,552.6434429999999,-15.081159971958153,-2.596309389858821,1.4132602236844756
Total,34797.16817899999,24716.07136344,26801.6475606,39229.67282682,47948.85406532,53482.916579,39873.974728,63222.485357000005,97242.84000499999,99118.048064846,86240.90700704919,50234.457122,47106.83700745068,39104.15320111514,-22.156711863838137,-16.988370085365293,100
"Source :  Statistics Division/ Ministry of Fisheries, Aquatic and Ocean Resources ",,,,,,,,,,,,,,,,,
Note     : (1) Fisheries sector tables are prepared by SU/MOF based on the monthly custom returns,,,,,,,,,,,,,,,,,
                 (2) Live fish weight included water (container),,,,,,,,,,,,,,,,,
                 (3) EU fish export ban (2015.01.15 - 2016.06.15),,,,,,,,,,,,,,,,,
