Table 2:  Imported Quantity of Fish and Fishery Products (Mt),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Beche de mer,164.555,169.2616,136.1737,150.35972,247.53267000000002,502.723,326.32905,335.68565,417.56933000000004,400.77457000000004,252.08763000000002,158.85099,128.7864,68.42132000000001,-56.927356889623404,-46.872247380158136,0.7364881191839283
Other Moluscus,2430.612,1371.3491099999999,1567.58363,3152.4305460000005,3672.4951784,2590.0320799999995,1476.5406300000002,2167.6695799999998,2087.85874,3115.2293400000003,2211.17303,1389.1063199999999,1162.4882499999999,1194.8946,-13.981055100231623,2.787671187214168,12.861863474382435
Shark fins,31.895000000000003,38.5244,35.711999999999996,52.436,86.40289999999999,90.87835000000001,55.454130000000006,95.32980000000002,79.20545999999999,99.74301,99.75550000000001,40.564,37.16669,26.8431,-33.82531308549453,-27.77645789818787,0.28893953276648426
Fish maws,2.346,2.2253499999999997,1.389,6.96559,4.73322,3.5339,2.1271,3.9785,7.05021,6.87684,9.768889999999999,3.0096300000000005,4.46243,3.14479,4.490917488196207,-29.52740995376959,0.0338505669333539
Chank & shells,343.21200000000005,288.83829999999995,297.19800000000004,354.9789,328.75579999999997,275.11556,220.5886,305.98669,271.11582,269.29412,464.54247,117.00751,198.81153,106.9366,-8.60706291416679,-46.2120733138566,1.151067173301013
Food Fish ,18657.872000000003,11806.72161,11101.059205,16250.33323,18031.259452999995,19885.110030000003,13857.507399999999,16130.227179999998,14959.03845,14380.213824999999,13450.88997,6682.460925,6097.16282,6028.92713,-9.779837133877447,-1.1191383929615895,64.89546244753329
Other (4),515.2750000000001,529.3298,494.868415,971.15867,2011.0055899999988,1261.113325,2119.402395,1104.82073,458.27292000000006,407.01093000000003,367.24153,171.04431,156.35014000000004,192.04725000000002,12.279239221696427,22.831517771586242,2.067199492014268
Total,26320.076000000005,17461.13598,17593.035884,24826.783906,27998.0301294,28770.772865,21298.340255,26749.25773,25729.91779,24503.15367,22556.264409999992,11112.002045000001,10232.52737,9290.213679999999,-16.394780685085824,-9.209002389406763,100
,,,,,,,,,,,,,,,,,
Table 5:  Value of Exported Fish and Fishery Products (Rs.Mn),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan-May, 2024  Jan-May, 2025  Jan-May,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish,1636.3798259999999,2392.217227,1846.7438190000003,2288.273314,2626.075505,2913.281239,2409.219008,4192.676529,7142.956877,8640.978388,7392.095498000001,3716.5600839999997,3236.246797,2386.668079,-35.78287381186866,-26.251975553519564,7.2420976683576335
Prawns ,3375.4132079999995,1970.815966,2464.2145910000004,3213.237193,3485.106051,3521.606584,3235.054829,8462.407206,13174.494356,10392.789684000001,8920.866231423182,4373.389893,3942.37872260768,2595.9334849999996,-40.64253248595506,-34.15311750457796,7.87709191921111
Lobsters ,1148.130085,776.712584,656.7540150000001,781.56231,971.330009,1002.712907,352.071745,879.042997,1060.540651,1437.278656,789.850799,663.4236940000001,398.97029399999997,402.053176,-39.39722388027945,0.7727096594314465,1.2199888179194864
Crabs,2617.029388,2049.6074430000003,2623.1322999999998,3336.066033,4315.999644,5028.569627,3068.361521,6112.657206999999,7796.667490000001,7877.548354,9056.37828852,3227.66071,3826.7252606999996,3727.443812,15.484375431765871,-2.59442321923677,11.310543086129442
Beche de mer,521.2736050000001,481.4798609999999,383.45451800000006,494.456584,1399.865481,2272.306,1580.697116,1967.336308,3805.951377,4896.879105999999,3201.96457822,1948.06477,1825.0825129999998,712.219261,-63.43965190644047,-60.9760514427766,2.161155753006364
Other Moluscus,1139.365468,738.997737,1038.2457550000001,2648.012702,3396.796273,2287.156221,1409.392772,2228.218958,3881.8871919999992,6084.272588846,4367.153851,2755.8492730000003,2435.2709680000003,2179.573238,-20.91101427955346,-10.499765051196565,6.613689772709487
Shark fins,150.72083700000002,171.21752000000004,133.008418,213.576217,339,500.492157,341.186741,680.2338459999999,922.413943,1314.238947,1174.7595110000002,575.244323,514.67325,259.894549,-54.8201453523949,-49.50300039879672,0.7886231537149405
Fish maws,20.076605000000004,6.128117,15.710575999999998,35.878715,67.735724,77.041614,34.085018,75.97024900000001,155.501501,238.44204000000002,290.17369199999996,106.096095,152.440822,64.863756,-38.863201327061105,-57.44987782865668,0.19682236512977574
Chank & shells,124.055736,109.28511800000001,113.21851000000001,147.184189,123.212658,149.177723,140.815021,201.378803,228.230841,255.03102700000002,234.15157500000004,109.754957,110.31078500000001,82.185432,-25.11916158830074,-25.496467095216484,0.24938320108154632
Food Fish ,23582.965734999994,15528.346741689997,16877.448832999995,24689.739339310003,29758.73272032,34278.033372,25498.396149,37198.397623000004,57528.060567,56703.468732999994,49731.420175782994,25785.793403,22434.826669643,20085.430508717553,-22.106602675329157,-10.47209410404967,60.9471634262984
Other ,481.757686,491.26304875000005,649.7162255999999,1381.68623051,1465,1452.539135,1804.694808,1224.1656309999998,1546.1352100000004,1277.1205409999998,1082.0928071029998,571.415849,462.067618,459.21512199999995,-19.635564396114614,-0.6173330241895528,1.393440836441826
Total,34797.16817899999,24716.07136344,26801.6475606,39229.67282682,47948.85406532,53482.916579,39873.974728,63222.485357000005,97242.84000499999,99118.048064846,86240.90700704919,43833.253051,39338.99369995068,32955.48041871755,-24.816256780271733,-16.22693587416584,100
"Source :  Statistics Division/ Ministry of Fisheries, Aquatic and Ocean Resources ",,,,,,,,,,,,,,,,,
Note     : (1) Fisheries sector tables are prepared by SU/MOF based on the monthly custom returns,,,,,,,,,,,,,,,,,
                 (2) Live fish weight included water (container),,,,,,,,,,,,,,,,,
                 (3) EU fish export ban (2015.01.15 - 2016.06.15),,,,,,,,,,,,,,,,,
