Table 2:  Imported Quantity of Fish and Fishery Products (Mt),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Dried Sprats,5863.618722999999,7152.593688999999,9036.9923555,9368.691663,9374.649756190001,9520.754661,10926.718608,9118.893338,9955.459171,9010.941962,14609.979726000001,517.015816,1503.03903,1851.610089,258.13412891802136,23.191084997972418,53.027755641147664
Maldive fish,646.6040899999999,1658.35257022,1993.8481,1624.212214,1528.0421973400003,1668.372523,1923.729326,1453.3193520000002,925.709063,925.6077819999999,1422.1542459999998,92.821383,65.387883,152.132618,63.89824529979262,132.66178842339949,4.35688449759363
Canned Fish,5092.198891999999,11918.761415999998,9638.225181,9605.574855,8615.929668,13650.557222,10764.337708,4890.95896,2671.9281590000005,6172.603518000001,3317.8472949999996,347.984685,339.765622,42.470783,-87.79521489573601,-87.49997638077699,1.2163091550384224
Food fish,4356.755496,6763.7629022,10110.62955334,8604.74907857,7322.68758512,7410.591563,4658.603794,3401.368626,2107.85096,2744.1597690000003,5185.8619419999995,93.080304,186.754363,448.968355,382.3451747643626,140.405818524304,12.857882100008386
Live fish,117.523067,196.81875526,214.78843461000002,333.62701179,257.407716,287.572027,174.919406,253.00247300000004,430.028657,368.55264800000003,485.76728099999997,26.941056,33.777701,24.0663,-10.67053941760858,-28.750923575290106,0.6892281928944232
Other,342.46071,681.096141,761.6816415100001,624.806307,1410.013024659991,1157.2691980000018,702.803783,1091.4207809999998,2103.214929,4001.1157150000004,6319.552109000001,244.166554,434.417636,441.181826,80.68888583323334,1.5570707631215932,12.634885822575212
Total,18859.940530999997,30728.64099174,35172.2698263,33969.45690936,32726.384586309996,38952.404584,35504.31863,25080.017695,21664.17126,26733.741278,36671.735484000004,1517.721472,2808.483259,3491.775329,130.06693872484135,24.32957603754048,100
,,,,,,,,,,,,,,,,,
Table 4:  Exported Quantity of Fish and Fishery Products (Mt),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan, 2024  Jan, 2025  Jan,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish(2),na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na ,na 
Prawns ,2001.2790000000002,1340.87685,1666.9001240000002,1844.49075,1983.8250300000002,2115.2169400000002,1780.5468,4746.95174,5486.42846,4019.576705,3431.8869700000005,217.49586999999997,308.23393999999996,141.03255,-35.1562169893157,-54.244964068525356,8.292523444814828
Lobsters ,300.581,204.39748,174.99682,224.39643999999998,231.49798,229.16116,99.34371,196.23825999999997,113.91759,126.77627000000001,82.19368,12.658600000000002,12.601560000000001,5.80183,-54.16689049341951,-53.95943041972582,0.34113976736455526
Crabs,1872.4490000000003,1709.6114800000003,2117.15499,1819.23406,1400.5223079999998,1817.88852,1360.50044,1662.3696,1849.46081,1677.65806,2186.7247399999997,116.95006,167.20679,164.17269,40.37845726628956,-1.814579419890797,9.653132421014273
Beche de mer,164.555,169.2616,136.1737,150.35972,247.53267000000002,502.723,326.32905,335.68565,417.56933000000004,400.77457000000004,252.08763000000002,10.915149999999997,28.940929999999998,7.1216099999999996,-34.75481326413286,-75.39260141260145,0.4187410487141282
Other Moluscus,2430.612,1371.3491099999999,1567.58363,3152.4305460000005,3672.4951784,2590.0320799999995,1476.5406300000002,2167.6695799999998,2087.85874,3115.2293400000003,2211.17303,261.36782999999997,226.32965,153.39673000000002,-41.31001891089656,-32.224200408563334,9.019520528295986
Shark fins,31.895000000000003,38.5244,35.711999999999996,52.436,86.40289999999999,90.87835000000001,55.454130000000006,95.32980000000002,79.20545999999999,99.74301,99.75550000000001,4.5646,5.9015,4.1698,-8.649169697235246,-29.343387274421755,0.24517860777663647
Fish maws,2.346,2.2253499999999997,1.389,6.96559,4.73322,3.5339,2.1271,3.9785,7.05021,6.87684,9.768889999999999,0.0365,0.6732,0,-100,-100,0
Chank & shells,343.21200000000005,288.83829999999995,297.19800000000004,354.9789,328.75579999999997,275.11556,220.5886,305.98669,271.11582,269.29412,464.54247,28.316,31.5927,31.231800000000003,10.29735838395255,-1.1423525054838533,1.8363876546497084
Food Fish ,18657.872000000003,11806.72161,11101.059205,16250.33323,18031.259452999995,19885.110030000003,13857.507399999999,16130.227179999998,14959.03845,14380.213824999999,13450.88997,1353.5207100000002,1197.7048800000002,1167.40691,-13.750347418031032,-2.5296690784127307,68.6419494706281
Other (4),515.2750000000001,529.3298,494.868415,971.15867,2011.0055899999988,1261.113325,2119.402395,1104.82073,458.27292000000006,407.01093000000003,367.24153,27.73054000000001,36.6604,26.385420000000003,-4.85068087386688,-28.027462875473258,1.551427056741767
Total,26320.076000000005,17461.13598,17593.035884,24826.783906,27998.0301294,28770.772865,21298.340255,26749.25773,25729.91779,24503.15367,22556.264409999992,2033.5558600000004,2015.8455500000002,1700.71934,-16.36721796272664,-15.632458052155835,100
,,,,,,,,,,,,,,,,,
Table 5:  Value of Exported Fish and Fishery Products (Rs.Mn),,,,,,,,,,,,,,,,,
Item,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, 2023  Jan, 2024  Jan, 2025  Jan,  Change %  2025/2023,  Change %  2025/2024,Percentage to Total
Live fish,1636.3798259999999,2392.217227,1846.7438190000003,2288.273314,2626.075505,2913.281239,2409.219008,4192.676529,7142.956877,8640.978388,7392.095498000001,799.910207,708.429956,465.1541,-41.849210582707315,-34.340142443101314,6.892101324720712
Prawns ,3375.4132079999995,1970.815966,2464.2145910000004,3213.237193,3485.106051,3521.606584,3235.054829,8462.407206,13174.494356,10392.789684000001,8920.866231423182,631.203843,808.058303,395.849698,-37.28655134312926,-51.012235561423346,5.8652309588931795
Lobsters ,1148.130085,776.712584,656.7540150000001,781.56231,971.330009,1002.712907,352.071745,879.042997,1060.540651,1437.278656,789.850799,134.692514,138.052356,41.594948,-69.11858961961316,-69.87016433098758,0.6163045670509818
Crabs,2617.029388,2049.6074430000003,2623.1322999999998,3336.066033,4315.999644,5028.569627,3068.361521,6112.657206999999,7796.667490000001,7877.548354,9056.37828852,507.4739,871.436384,968.318533,90.81149454188679,11.11752398440137,14.347394646292308
Beche de mer,521.2736050000001,481.4798609999999,383.45451800000006,494.456584,1399.865481,2272.306,1580.697116,1967.336308,3805.951377,4896.879105999999,3201.96457822,188.009557,462.601964,87.912277,-53.24052755467106,-80.99612975270463,1.3025797703834368
Other Moluscus,1139.365468,738.997737,1038.2457550000001,2648.012702,3396.796273,2287.156221,1409.392772,2228.218958,3881.8871919999992,6084.272588846,4367.153851,469.913967,480.579681,300.524958,-36.04681301162517,-37.46615392172604,4.452822110228495
Shark fins,150.72083700000002,171.21752000000004,133.008418,213.576217,339,500.492157,341.186741,680.2338459999999,922.413943,1314.238947,1174.7595110000002,62.85968,98.638239,65.84497,4.749133307710135,-33.24600006291677,0.9756126087315914
Fish maws,20.076605000000004,6.128117,15.710575999999998,35.878715,67.735724,77.041614,34.085018,75.97024900000001,155.501501,238.44204000000002,290.17369199999996,14.864402,22.853841,0,-100,-100,0
Chank & shells,124.055736,109.28511800000001,113.21851000000001,147.184189,123.212658,149.177723,140.815021,201.378803,228.230841,255.03102700000002,234.15157500000004,26.573613,29.079565,26.501005,-0.27323345154459217,-8.867257814895098,0.39266043590055466
Food Fish ,23582.965734999994,15528.346741689997,16877.448832999995,24689.739339310003,29758.73272032,34278.033372,25498.396149,37198.397623000004,57528.060567,56703.468732999994,49731.420175782994,5701.666234,4887.670348,4334.322538,-23.981475587720272,-11.321299731812424,64.22084660957871
Other ,481.757686,491.26304875000005,649.7162255999999,1381.68623051,1465,1452.539135,1804.694808,1224.1656309999998,1546.1352100000004,1277.1205409999998,1082.0928071029998,101.943366,109.55095,63.066664,-38.135587949881895,-42.43165942422225,0.9344469682200287
Total,34797.16817899999,24716.07136344,26801.6475606,39229.67282682,47948.85406532,53482.916579,39873.974728,63222.485357000005,97242.84000499999,99118.048064846,86240.90700704919,8639.111283,8616.951587,6749.089691,-21.877500243794465,-21.676597311025365,100
"Source :  Statistics Unit/ Ministry of Fisheries, Aquatic and Ocean Resources ",,,,,,,,,,,,,,,,,
Note     : (1) Fisheries sector tables are prepared by SU/MOF based on the monthly custom returns,,,,,,,,,,,,,,,,,
                 (2) Live fish weight included water (container),,,,,,,,,,,,,,,,,
                 (3) EU fish export ban (2015.01.15 - 2016.06.15),,,,,,,,,,,,,,,,,
